group,subgroup,suborder,subcat,xaxis,xorder,xlabel,chart,value,count,total,missing,x0,x1,x2,x3
Connecticut,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,33.4,105,314,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Delaware,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,80.2,150,187,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Delaware,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,65.2,150,230,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Delaware,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,53.4,31,58,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Delaware,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,43.9,61,139,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Delaware,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,42.1,72,171,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Delaware,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,38.9,14,36,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
District of Columbia,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,59.1,55,93,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
District of Columbia,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,52.1,75,144,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
District of Columbia,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,54.9,28,51,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
District of Columbia,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,25.8,16,62,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
District of Columbia,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,26,25,96,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
District of Columbia,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,25.9,7,27,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Florida,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,61,8321,13644,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Florida,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,50.7,7118,14044,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Florida,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,39.2,1681,4283,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Florida,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,35.9,3979,11082,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Florida,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,33.1,3630,10960,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Florida,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,29.2,853,2926,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Georgia,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,58.1,2958,5092,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Georgia,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,49.8,2722,5467,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Georgia,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,40.6,770,1898,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Georgia,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,32.5,1298,3996,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Georgia,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,31.6,1282,4053,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Georgia,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,28.8,347,1206,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Hawaii,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,61.2,260,425,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Hawaii,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,55.1,374,679,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Hawaii,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,45.4,93,205,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Hawaii,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,35.4,135,381,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Hawaii,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,32.3,186,575,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Hawaii,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,27.1,45,166,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Idaho,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,66.2,263,397,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Idaho,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,51.5,287,557,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Idaho,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,45.7,84,184,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Idaho,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,35,122,349,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Idaho,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,38.5,185,480,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Idaho,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,32.7,48,147,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Illinois,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,63.5,6455,10167,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Illinois,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,54.8,6252,11407,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Illinois,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,43,1436,3340,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Illinois,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,42.1,3934,9346,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Illinois,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,40.2,4158,10342,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Illinois,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,34.9,1004,2879,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Indiana,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,65.8,2985,4535,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Indiana,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,55.9,2974,5319,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Indiana,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,46.8,775,1655,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Indiana,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,39.3,1498,3813,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Indiana,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,36.6,1578,4315,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Indiana,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,32,394,1230,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Iowa,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,61.8,1343,2173,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Iowa,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,54.9,1907,3474,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Iowa,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,44.6,590,1322,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Iowa,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,42.2,826,1958,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Iowa,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,41.4,1273,3075,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Iowa,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,36.4,406,1116,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Kansas,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,60.6,1231,2032,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Kansas,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,51.1,1210,2367,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Kansas,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,41.5,331,798,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Kansas,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,37.4,690,1844,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Kansas,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,35.1,727,2074,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Kansas,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,28.5,191,670,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Kentucky,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,59,3215,5451,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Kentucky,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,47.5,2398,5047,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Kentucky,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,36.1,445,1234,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Kentucky,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,36.9,1897,5147,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Kentucky,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,33.8,1605,4750,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Kentucky,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,30.9,346,1118,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Louisiana,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,58.8,3316,5638,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Louisiana,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,46.2,2576,5570,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Louisiana,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,35.2,614,1742,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Louisiana,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,33.2,1706,5141,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Louisiana,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,30.2,1497,4960,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Louisiana,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,29.1,426,1466,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Maine,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,75.9,120,158,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Maine,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,58.1,108,186,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Maine,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,47.5,28,59,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Maine,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,48.3,57,118,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Maine,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,49.3,68,138,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Maine,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,25.7,9,35,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Maryland,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,70.9,825,1164,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Maryland,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,62.7,862,1374,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Maryland,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,51.5,247,480,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Maryland,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,37.9,332,875,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Maryland,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,32.5,303,931,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Maryland,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,28.9,85,294,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Massachusetts,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,75.1,855,1138,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Massachusetts,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,63,969,1537,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Massachusetts,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,53.5,335,626,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Massachusetts,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,45.8,367,802,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Massachusetts,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,41.4,423,1021,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Massachusetts,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,36.7,120,327,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Michigan,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,60.4,6316,10450,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Michigan,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,49.1,5396,10996,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Michigan,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,37,1026,2771,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Michigan,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,39.1,3801,9725,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,36,3698,10259,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,32.7,821,2510,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Minnesota,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,64.4,1919,2980,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Minnesota,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,55,2712,4933,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Minnesota,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,44,917,2086,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Minnesota,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,41.6,1112,2671,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,38.9,1649,4235,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,35.2,594,1688,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Mississippi,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,50.1,1523,3038,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Mississippi,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,41.1,1205,2935,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Mississippi,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,32.3,323,1001,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Mississippi,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,31.2,833,2670,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,30.7,782,2550,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,33.1,276,833,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Missouri,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,61.4,3751,6105,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Missouri,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,50.3,3487,6929,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Missouri,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,41.6,975,2341,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Missouri,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,38.9,1999,5138,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,36.3,2144,5903,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,32.8,600,1829,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Montana,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,63.8,358,561,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Montana,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,56.3,505,897,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Montana,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,39.3,105,267,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Montana,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,44.2,233,527,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Montana,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,38.8,321,828,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Montana,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,36.4,91,250,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Nebraska,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,66.9,680,1016,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Nebraska,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,54.4,686,1262,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Nebraska,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,43,157,365,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Nebraska,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,39.8,360,904,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Nebraska,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,37.3,416,1115,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Nebraska,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,38.1,118,310,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Nevada,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,62.7,804,1282,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Nevada,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,50.8,736,1450,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Nevada,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,38.4,129,336,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Nevada,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,37.8,417,1102,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Nevada,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,32.8,410,1251,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Nevada,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,30.3,81,267,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
New Hampshire,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,77.6,222,286,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
New Hampshire,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,63.8,183,287,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
New Hampshire,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,45.5,45,99,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
New Hampshire,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,42.7,90,211,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
New Hampshire,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,41.5,83,200,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
New Hampshire,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,42.9,27,63,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
New Jersey,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,71,1443,2033,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
New Jersey,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,62.1,1507,2426,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
New Jersey,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,50.9,467,918,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
New Jersey,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,40.7,604,1484,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
New Jersey,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,37.9,624,1648,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
New Jersey,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,35.4,179,506,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
New Mexico,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,56.8,717,1263,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
New Mexico,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,49,655,1337,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
New Mexico,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,40.2,155,386,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
New Mexico,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,34.9,413,1182,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
New Mexico,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,30.5,371,1218,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
New Mexico,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,29.6,96,324,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
New York,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,71.1,3737,5254,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
New York,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,60.7,3940,6496,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
New York,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,48.3,1087,2251,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
New York,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,46.9,1787,3807,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
New York,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,41.5,1863,4488,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
New York,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,34.8,454,1304,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
North Carolina,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,53.1,3197,6025,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
North Carolina,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,40.8,2117,5192,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
North Carolina,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,30.5,325,1066,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
North Carolina,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,34.2,1921,5619,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
North Carolina,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,30,1448,4823,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
North Carolina,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,28.1,265,943,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
North Dakota,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,64.1,493,769,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
North Dakota,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,52.9,617,1166,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
North Dakota,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,46.6,164,352,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
North Dakota,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,44.3,328,741,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
North Dakota,declrdfit,1,,surecat,2,Fairly sure,Percent who had good I-M Fit for declared,41.4,461,1114,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
North Dakota,declrdfit,1,,surecat,3,Not sure,Percent who had good I-M Fit for declared,40.8,135,331,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
Ohio,majmatch,1,,surecat,1,Very sure,Percent who declared in major area,64,5647,8821,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Ohio,majmatch,1,,surecat,2,Fairly sure,Percent who declared in major area,55.2,6177,11181,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Ohio,majmatch,1,,surecat,3,Not sure,Percent who declared in major area,44.7,1792,4009,,out of,college students who are,of their choice of planned major declared a major in their planned major area.,
Ohio,declrdfit,1,,surecat,1,Very sure,Percent who had good I-M Fit for declared,39.5,3049,7725,,out of,college students who are,of their choice of planned major declared a major that is a good fit with their measured interests.,
